MatchID|Team1|mu_rel_infield_suc_t1|std_rel_infield_suc_t1|med_rel_infield_suc_t1|score01|HAteam01|Team2|mu_rel_infield_suc_t2|std_rel_infield_suc_t2|med_rel_infield_suc_t2|score02|HAteam02
330820210|toronto_blue_jays|nan|nan|nan|4|[]|new_york_yankees|31.500000|55.808452|2.500000|8|Home
330820310|toronto_blue_jays|nan|nan|nan|2|[]|new_york_yankees|2.833333|3.578485|1.500000|3|Home
330821101|tampa_bay_rays|24.833333|35.272353|5.000000|2|Away|baltimore_orioles|5.833333|10.237458|0.000000|4|Home
330821103|cleveland_indians|4.833333|10.807662|0.000000|3|Away|los_angeles_angels|5.666667|10.934146|0.500000|1|Home
330821106|minnesota_twins|3.833333|8.571594|0.000000|1|Away|detroit_tigers|29.000000|33.366650|20.500000|7|Home
330821107|chicago_white_sox|nan|nan|nan|5|[]|kansas_city_royals|79.666667|10.498677|85.000000|2|Home
330821108|st._louis_cardinals|13.500000|17.539954|0.500000|8|Away|milwaukee_brewers|0.000000|0.000000|0.000000|6|Home
330821110|toronto_blue_jays|nan|nan|nan|2|[]|new_york_yankees|6.166667|10.776775|1.500000|4|Home
330821111|seattle_mariners|18.333333|26.836956|0.000000|5|Away|oakland_athletics|2.000000|2.380476|1.500000|3|Home
330821113|houston_astros|0.666667|0.471405|1.000000|4|Away|texas_rangers|56.600000|63.577040|34.500000|5|Home
330821116|washington_nationals|28.000000|47.002128|1.500000|11|Away|chicago_cubs|6.200000|12.253979|0.000000|6|Home
330821117|arizona_diamondbacks|14.833333|33.168342|0.000000|7|Away|cincinnati_reds|76.333333|116.946807|30.500000|10|Home
330821121|atlanta_braves|8.666667|12.736649|0.000000|4|Away|new_york_mets|2.333333|5.217492|0.000000|1|Home
330821122|colorado_rockies|71.333333|101.868652|32.500000|3|Away|philadelphia_phillies|7.000000|15.652476|0.000000|4|Home
330821125|pittsburgh_pirates|3.500000|5.315073|1.000000|1|Away|san_diego_padres|9.500000|16.489896|2.000000|2|Home
330821126|boston_red_sox|nan|nan|nan|12|[]|san_francisco_giants|51.833333|25.195348|42.500000|1|Home
330821128|los_angeles_dodgers|4.833333|7.104380|0.500000|4|Away|miami_marlins|1.333333|2.981424|0.000000|1|Home
330822106|minnesota_twins|5.400000|7.578918|0.000000|7|Away|detroit_tigers|29.000000|33.366650|20.500000|6|Home
330822107|chicago_white_sox|nan|nan|nan|4|[]|kansas_city_royals|62.666667|19.838235|63.500000|3|Home
330822110|toronto_blue_jays|nan|nan|nan|3|[]|new_york_yankees|44.500000|62.890778|2.000000|5|Home
330822116|washington_nationals|16.333333|25.328947|0.000000|5|Away|chicago_cubs|10.333333|14.406789|0.500000|4|Home
330822117|arizona_diamondbacks|14.833333|33.168342|0.000000|1|Away|cincinnati_reds|76.333333|116.946807|30.500000|2|Home
330822122|colorado_rockies|50.500000|106.285386|2.000000|4|Away|philadelphia_phillies|7.000000|15.652476|0.000000|5|Home
330822124|atlanta_braves|3.333333|7.453560|0.000000|2|Away|st._louis_cardinals|14.333333|24.417662|2.500000|6|Home
330822126|pittsburgh_pirates|22.333333|38.164847|4.500000|10|Away|san_francisco_giants|29.666667|11.614168|23.000000|5|Home
330822128|los_angeles_dodgers|5.666667|12.229291|0.000000|6|Away|miami_marlins|1.600000|3.200000|0.000000|0|Home
