PlayerID_Name|Season|Team|PTS|STL|AST
109__mark_bryant|'00-'01|DAL|1.100000|0.100000|0.200000
109__mark_bryant|'01-'02|SA|1.900000|0.200000|0.300000
109__mark_bryant|'02-'03|BOS|0.000000|0.000000|0.500000
109__mark_bryant|'02-'03|DEN|0.300000|0.000000|0.700000
109__mark_bryant|'02-'03|PHI|1.100000|0.100000|0.100000
10__malik_allen|'01-'02|MIA|4.300000|0.300000|0.400000
10__malik_allen|'02-'03|MIA|9.600000|0.500000|0.700000
10__malik_allen|'03-'04|MIA|4.200000|0.300000|0.400000
10__malik_allen|'04-'05|MIA|5.900000|0.300000|0.800000
10__malik_allen|'04-'05|CHA|5.000000|0.200000|0.300000
10__malik_allen|'05-'06|CHI|4.900000|0.300000|0.400000
10__malik_allen|'06-'07|CHI|4.000000|0.300000|0.300000
10__malik_allen|'07-'08|DAL|3.100000|0.200000|0.600000
10__malik_allen|'07-'08|NJ|5.400000|0.300000|0.600000
10__malik_allen|'08-'09|MIL|3.200000|0.100000|0.700000
10__malik_allen|'09-'10|DEN|2.100000|0.200000|0.300000
10__malik_allen|'10-'11|ORL|1.300000|0.100000|0.200000
110__kobe_bryant|'96-'97|LAL|7.600000|0.700000|1.300000
110__kobe_bryant|'97-'98|LAL|15.400000|0.900000|2.500000
110__kobe_bryant|'98-'99|LAL|19.900000|1.400000|3.800000
110__kobe_bryant|'99-'00|LAL|22.500000|1.600000|4.900000
110__kobe_bryant|'00-'01|LAL|28.500000|1.700000|5.000000
110__kobe_bryant|'01-'02|LAL|25.200000|1.500000|5.500000
110__kobe_bryant|'02-'03|LAL|30.000000|2.200000|5.900000
110__kobe_bryant|'03-'04|LAL|24.000000|1.700000|5.100000
110__kobe_bryant|'04-'05|LAL|27.600000|1.300000|6.000000
110__kobe_bryant|'05-'06|LAL|35.400000|1.800000|4.500000
110__kobe_bryant|'06-'07|LAL|31.600000|1.400000|5.400000
110__kobe_bryant|'07-'08|LAL|28.300000|1.800000|5.400000
110__kobe_bryant|'08-'09|LAL|26.800000|1.500000|4.900000
110__kobe_bryant|'09-'10|LAL|27.000000|1.500000|5.000000
110__kobe_bryant|'10-'11|LAL|25.300000|1.200000|4.700000
110__kobe_bryant|'11-'12|LAL|27.900000|1.200000|4.600000
110__kobe_bryant|'12-'13|LAL|27.300000|1.400000|6.000000
110__kobe_bryant|'13-'14|LAL|13.800000|1.200000|6.300000
111__greg_buckner|'99-'00|DAL|5.700000|0.800000|1.100000
