MatchID|Year|Team1|score1|Team2|score2
320905119|2012|san_diego_padres|4|los_angeles_dodgers|3
320905120|2012|chicago_cubs|1|washington_nationals|9
320905123|2012|houston_astros|3|pittsburgh_pirates|6
320905124|2012|new_york_mets|6|st._louis_cardinals|2
320905126|2012|arizona_diamondbacks|6|san_francisco_giants|2
320905128|2012|milwaukee_brewers|8|miami_marlins|5
320905130|2012|new_york_yankees|6|tampa_bay_rays|4
320906101|2012|new_york_yankees|6|baltimore_orioles|10
320906107|2012|texas_rangers|5|kansas_city_royals|4
320906115|2012|colorado_rockies|0|atlanta_braves|1
320906120|2012|chicago_cubs|2|washington_nationals|9
320906128|2012|milwaukee_brewers|2|miami_marlins|6
320907101|2012|new_york_yankees|8|baltimore_orioles|5
320907102|2012|toronto_blue_jays|7|boston_red_sox|5
320907103|2012|detroit_tigers|2|los_angeles_angels|3
320907104|2012|kansas_city_royals|7|chicago_white_sox|5
320907109|2012|cleveland_indians|7|minnesota_twins|6
320907112|2012|oakland_athletics|6|seattle_mariners|1
320907117|2012|houston_astros|5|cincinnati_reds|3
320907120|2012|miami_marlins|9|washington_nationals|7
320907121|2012|atlanta_braves|3|new_york_mets|0
320907122|2012|colorado_rockies|2|philadelphia_phillies|3
320907123|2012|chicago_cubs|12|pittsburgh_pirates|2
320907124|2012|milwaukee_brewers|5|st._louis_cardinals|4
320907125|2012|arizona_diamondbacks|5|san_diego_padres|6
320907126|2012|los_angeles_dodgers|2|san_francisco_giants|5
320907130|2012|texas_rangers|1|tampa_bay_rays|3
320908101|2012|new_york_yankees|4|baltimore_orioles|5
320908102|2012|toronto_blue_jays|9|boston_red_sox|2
320908103|2012|detroit_tigers|1|los_angeles_angels|6
320908104|2012|kansas_city_royals|4|chicago_white_sox|5
320908109|2012|cleveland_indians|0|minnesota_twins|3
320908112|2012|oakland_athletics|6|seattle_mariners|1
320908117|2012|houston_astros|1|cincinnati_reds|5
320908120|2012|miami_marlins|6|washington_nationals|7
320908121|2012|atlanta_braves|11|new_york_mets|3
320908122|2012|colorado_rockies||philadelphia_phillies|
320908123|2012|chicago_cubs|4|pittsburgh_pirates|3
320908124|2012|milwaukee_brewers|6|st._louis_cardinals|3
320908125|2012|arizona_diamondbacks|8|san_diego_padres|5
320908126|2012|los_angeles_dodgers|3|san_francisco_giants|2
320908130|2012|texas_rangers|4|tampa_bay_rays|2
320909101|2012|new_york_yankees|13|baltimore_orioles|3
320909102|2012|toronto_blue_jays|4|boston_red_sox|3
320909103|2012|detroit_tigers|2|los_angeles_angels|3
320909104|2012|kansas_city_royals|2|chicago_white_sox|1
320909109|2012|cleveland_indians|7|minnesota_twins|8
320909112|2012|oakland_athletics|4|seattle_mariners|2
320909117|2012|houston_astros|5|cincinnati_reds|1
320909120|2012|miami_marlins|8|washington_nationals|0
320909121|2012|atlanta_braves|3|new_york_mets|2
320909123|2012|chicago_cubs|4|pittsburgh_pirates|2
320909124|2012|milwaukee_brewers|4|st._louis_cardinals|5
320909125|2012|arizona_diamondbacks|2|san_diego_padres|8
320909126|2012|los_angeles_dodgers|0|san_francisco_giants|4
320909130|2012|texas_rangers|0|tampa_bay_rays|6
320909222|2012|colorado_rockies|2|philadelphia_phillies|3
320909322|2012|colorado_rockies|4|philadelphia_phillies|7
320910103|2012|oakland_athletics|3|los_angeles_angels|1
320910104|2012|detroit_tigers|1|chicago_white_sox|6
320910108|2012|atlanta_braves|1|milwaukee_brewers|4
320910109|2012|cleveland_indians|2|minnesota_twins|7
320910117|2012|pittsburgh_pirates|3|cincinnati_reds|4
320910118|2012|chicago_cubs|4|houston_astros|1
320910121|2012|washington_nationals|5|new_york_mets|1
320910122|2012|miami_marlins|1|philadelphia_phillies|3
320910125|2012|st._louis_cardinals|3|san_diego_padres|11
320910127|2012|san_francisco_giants|5|colorado_rockies|6
