PlayerID_Name|Year|ERA|WHIP|WAR
2234__mike_stanton|2003|4.570000|1.240000|0.000000
2234__mike_stanton|2004|3.160000|1.340000|1.300000
2234__mike_stanton|2005|0.000000|1.000000|0.000000
2234__mike_stanton|2005|7.070000|1.640000|-0.100000
2234__mike_stanton|2005|3.580000|1.450000|0.200000
2234__mike_stanton|2005|4.640000|1.500000|0.100000
2234__mike_stanton|2006|4.470000|1.530000|0.400000
2234__mike_stanton|2006|3.090000|1.240000|0.600000
2234__mike_stanton|2006|3.990000|1.430000|1.000000
2234__mike_stanton|2007|5.930000|1.610000|-0.300000
2239__mike_fetters|1989|8.100000|1.800000|-0.100000
2239__mike_fetters|1990|4.120000|1.430000|0.500000
2239__mike_fetters|1991|4.840000|1.810000|-0.200000
2239__mike_fetters|1992|1.870000|0.990000|2.200000
2239__mike_fetters|1993|3.340000|1.370000|0.400000
2239__mike_fetters|1994|2.540000|1.480000|1.500000
2239__mike_fetters|1995|3.380000|1.730000|0.700000
2239__mike_fetters|1996|3.380000|1.480000|1.300000
2239__mike_fetters|1997|3.450000|1.350000|0.900000
2239__mike_fetters|1998|5.560000|1.590000|-0.100000
2239__mike_fetters|1998|3.990000|1.460000|0.500000
2239__mike_fetters|1998|4.300000|1.480000|0.400000
2239__mike_fetters|1999|5.810000|1.840000|-0.300000
2239__mike_fetters|2000|3.240000|1.200000|1.000000
2239__mike_fetters|2001|6.070000|1.550000|-0.700000
2239__mike_fetters|2001|4.580000|1.640000|0.200000
2239__mike_fetters|2001|5.510000|1.580000|-0.500000
2239__mike_fetters|2002|3.260000|1.420000|0.300000
2239__mike_fetters|2002|5.110000|1.910000|-0.500000
2239__mike_fetters|2002|4.090000|1.640000|-0.200000
2239__mike_fetters|2003|0.000000|0.500000|0.200000
2239__mike_fetters|2004|8.680000|1.980000|-0.900000
2257__rudy_seanez|1989|3.600000|1.000000|0.100000
2257__rudy_seanez|1990|5.600000|1.720000|-0.300000
2257__rudy_seanez|1991|16.200000|3.400000|-0.600000
2257__rudy_seanez|1993|13.500000|3.000000|-0.200000
