matchid|season|datetime|year
293040|2010-2011|2011-04-02 00:00:00|2011
293041|2010-2011|2010-11-10 00:00:00|2010
293042|2010-2011|2010-09-25 00:00:00|2010
293043|2010-2011|2011-04-09 00:00:00|2011
293044|2010-2011|2010-08-23 00:00:00|2010
293045|2010-2011|2011-04-16 00:00:00|2011
293046|2010-2011|2010-11-14 00:00:00|2010
293047|2010-2011|2011-01-01 00:00:00|2011
293048|2010-2011|2011-02-05 00:00:00|2011
293049|2010-2011|2010-12-28 00:00:00|2010
293050|2010-2011|2010-10-18 00:00:00|2010
293051|2010-2011|2011-04-02 00:00:00|2011
293052|2010-2011|2010-12-18 00:00:00|2010
293053|2010-2011|2011-03-06 00:00:00|2011
293054|2010-2011|2010-12-20 00:00:00|2010
293055|2010-2011|2011-01-22 00:00:00|2011
293056|2010-2011|2010-10-30 00:00:00|2010
293057|2010-2011|2011-01-22 00:00:00|2011
293058|2010-2011|2011-02-12 00:00:00|2011
293059|2010-2011|2011-03-20 00:00:00|2011
293060|2010-2011|2011-03-19 00:00:00|2011
293061|2010-2011|2011-04-10 00:00:00|2011
293062|2010-2011|2010-10-31 00:00:00|2010
293063|2010-2011|2011-02-12 00:00:00|2011
293064|2010-2011|2010-09-19 00:00:00|2010
293065|2010-2011|2011-01-16 00:00:00|2011
293066|2010-2011|2011-02-12 00:00:00|2011
293067|2010-2011|2011-01-01 00:00:00|2011
293068|2010-2011|2010-09-25 00:00:00|2010
293069|2010-2011|2010-08-21 00:00:00|2010
293070|2010-2011|2011-01-05 00:00:00|2011
293071|2010-2011|2011-03-05 00:00:00|2011
293072|2010-2011|2010-09-18 00:00:00|2010
293073|2010-2011|2011-02-20 00:00:00|2011
293074|2010-2011|2011-05-07 00:00:00|2011
293075|2010-2011|2011-01-24 00:00:00|2011
293076|2010-2011|2011-05-22 00:00:00|2011
293077|2010-2011|2010-11-01 00:00:00|2010
293078|2010-2011|2011-02-13 00:00:00|2011
293079|2010-2011|2010-11-27 00:00:00|2010
293080|2010-2011|2011-04-09 00:00:00|2011
293081|2010-2011|2011-01-12 00:00:00|2011
293082|2010-2011|2010-08-16 00:00:00|2010
293083|2010-2011|2010-11-10 00:00:00|2010
293084|2010-2011|2010-12-28 00:00:00|2010
293085|2010-2011|2011-02-26 00:00:00|2011
293086|2010-2011|2010-09-11 00:00:00|2010
293087|2010-2011|2011-03-20 00:00:00|2011
293088|2010-2011|2011-05-14 00:00:00|2011
293089|2010-2011|2011-04-02 00:00:00|2011
293090|2010-2011|2010-12-04 00:00:00|2010
293091|2010-2011|2011-01-25 00:00:00|2011
293092|2010-2011|2010-10-02 00:00:00|2010
293093|2010-2011|2010-11-06 00:00:00|2010
293094|2010-2011|2011-03-09 00:00:00|2011
293095|2010-2011|2010-12-28 00:00:00|2010
293096|2010-2011|2011-03-19 00:00:00|2011
293097|2010-2011|2010-11-10 00:00:00|2010
293098|2010-2011|2010-12-27 00:00:00|2010
293099|2010-2011|2010-09-18 00:00:00|2010
293100|2010-2011|2011-01-02 00:00:00|2011
293101|2010-2011|2011-04-02 00:00:00|2011
293102|2010-2011|2010-08-22 00:00:00|2010
293103|2010-2011|2010-11-27 00:00:00|2010
293104|2010-2011|2011-03-19 00:00:00|2011
293105|2010-2011|2011-02-12 00:00:00|2011
293106|2010-2011|2011-01-01 00:00:00|2011
293107|2010-2011|2011-02-26 00:00:00|2011
293108|2010-2011|2010-11-13 00:00:00|2010
293109|2010-2011|2011-05-01 00:00:00|2011
293110|2010-2011|2011-03-01 00:00:00|2011
293111|2010-2011|2010-12-05 00:00:00|2010
293112|2010-2011|2011-02-12 00:00:00|2011
293113|2010-2011|2010-11-13 00:00:00|2010
293114|2010-2011|2010-09-12 00:00:00|2010
293115|2010-2011|2011-02-01 00:00:00|2011
293116|2010-2011|2010-09-25 00:00:00|2010
293117|2010-2011|2010-11-13 00:00:00|2010
293118|2010-2011|2011-04-30 00:00:00|2011
293119|2010-2011|2010-11-20 00:00:00|2010
293120|2010-2011|2010-09-26 00:00:00|2010
293121|2010-2011|2011-01-15 00:00:00|2011
293122|2010-2011|2011-02-05 00:00:00|2011
293123|2010-2011|2011-01-15 00:00:00|2011
293124|2010-2011|2011-01-16 00:00:00|2011
293125|2010-2011|2011-04-23 00:00:00|2011
293126|2010-2011|2010-12-26 00:00:00|2010
293127|2010-2011|2010-09-11 00:00:00|2010
293128|2010-2011|2010-10-31 00:00:00|2010
293129|2010-2011|2010-08-28 00:00:00|2010
293130|2010-2011|2010-11-06 00:00:00|2010
293131|2010-2011|2010-12-04 00:00:00|2010
293132|2010-2011|2011-03-05 00:00:00|2011
293133|2010-2011|2010-12-29 00:00:00|2010
293134|2010-2011|2011-01-05 00:00:00|2011
293135|2010-2011|2011-03-05 00:00:00|2011
293136|2010-2011|2011-02-06 00:00:00|2011
293137|2010-2011|2010-10-16 00:00:00|2010
293138|2010-2011|2010-11-27 00:00:00|2010
293139|2010-2011|2011-05-01 00:00:00|2011
293140|2010-2011|2011-04-16 00:00:00|2011
293141|2010-2011|2011-04-09 00:00:00|2011
293142|2010-2011|2011-04-23 00:00:00|2011
293143|2010-2011|2011-02-02 00:00:00|2011
293144|2010-2011|2010-11-21 00:00:00|2010
293145|2010-2011|2011-04-02 00:00:00|2011
293146|2010-2011|2010-09-11 00:00:00|2010
293147|2010-2011|2011-02-15 00:00:00|2011
293148|2010-2011|2010-08-21 00:00:00|2010
293149|2010-2011|2011-04-23 00:00:00|2011
293150|2010-2011|2010-08-14 00:00:00|2010
293151|2010-2011|2010-10-16 00:00:00|2010
293152|2010-2011|2010-09-25 00:00:00|2010
293153|2010-2011|2011-01-16 00:00:00|2011
293154|2010-2011|2010-12-26 00:00:00|2010
293155|2010-2011|2010-09-11 00:00:00|2010
293156|2010-2011|2011-05-22 00:00:00|2011
293157|2010-2011|2011-03-05 00:00:00|2011
293158|2010-2011|2010-11-07 00:00:00|2010
293159|2010-2011|2010-11-10 00:00:00|2010
293160|2010-2011|2011-03-19 00:00:00|2011
293161|2010-2011|2011-04-02 00:00:00|2011
293162|2010-2011|2011-02-01 00:00:00|2011
293163|2010-2011|2011-01-15 00:00:00|2011
293164|2010-2011|2011-05-14 00:00:00|2011
293165|2010-2011|2010-10-02 00:00:00|2010
293166|2010-2011|2010-12-28 00:00:00|2010
293167|2010-2011|2011-02-01 00:00:00|2011
293168|2010-2011|2011-05-09 00:00:00|2011
293169|2010-2011|2011-02-12 00:00:00|2011
293170|2010-2011|2011-04-16 00:00:00|2011
293171|2010-2011|2010-12-28 00:00:00|2010
293172|2010-2011|2011-01-22 00:00:00|2011
293173|2010-2011|2010-10-16 00:00:00|2010
293174|2010-2011|2010-11-28 00:00:00|2010
293175|2010-2011|2011-01-26 00:00:00|2011
293176|2010-2011|2011-05-15 00:00:00|2011
293177|2010-2011|2011-05-22 00:00:00|2011
293178|2010-2011|2010-10-30 00:00:00|2010
293179|2010-2011|2010-10-17 00:00:00|2010
293180|2010-2011|2010-09-18 00:00:00|2010
293181|2010-2011|2011-02-05 00:00:00|2011
293182|2010-2011|2011-05-08 00:00:00|2011
293183|2010-2011|2011-04-23 00:00:00|2011
293184|2010-2011|2011-01-01 00:00:00|2011
293185|2010-2011|2010-11-21 00:00:00|2010
293186|2010-2011|2010-12-04 00:00:00|2010
293187|2010-2011|2011-04-11 00:00:00|2011
293188|2010-2011|2010-11-13 00:00:00|2010
293189|2010-2011|2010-08-28 00:00:00|2010
293190|2010-2011|2011-01-25 00:00:00|2011
293191|2010-2011|2010-12-26 00:00:00|2010
293192|2010-2011|2011-02-26 00:00:00|2011
293193|2010-2011|2010-11-27 00:00:00|2010
293194|2010-2011|2010-08-15 00:00:00|2010
293195|2010-2011|2010-10-03 00:00:00|2010
293196|2010-2011|2010-11-10 00:00:00|2010
293197|2010-2011|2011-02-14 00:00:00|2011
293198|2010-2011|2010-08-14 00:00:00|2010
293199|2010-2011|2011-05-17 00:00:00|2011
293200|2010-2011|2011-03-05 00:00:00|2011
293201|2010-2011|2011-02-02 00:00:00|2011
293202|2010-2011|2011-05-22 00:00:00|2011
293203|2010-2011|2011-05-07 00:00:00|2011
293204|2010-2011|2011-02-28 00:00:00|2011
293205|2010-2011|2010-12-11 00:00:00|2010
293206|2010-2011|2010-12-13 00:00:00|2010
293207|2010-2011|2011-04-26 00:00:00|2011
317932|2011-2012|2012-04-24 00:00:00|2012
317933|2011-2012|2011-09-10 00:00:00|2011
317934|2011-2012|2012-01-03 00:00:00|2012
317935|2011-2012|2011-12-21 00:00:00|2011
317936|2011-2012|2011-10-23 00:00:00|2011
317937|2011-2012|2012-03-24 00:00:00|2012
317938|2011-2012|2011-12-10 00:00:00|2011
317939|2011-2012|2011-11-26 00:00:00|2011
317940|2011-2012|2012-05-01 00:00:00|2012
317941|2011-2012|2012-04-07 00:00:00|2012
317942|2011-2012|2011-11-26 00:00:00|2011
317943|2011-2012|2011-09-11 00:00:00|2011
317944|2011-2012|2012-05-13 00:00:00|2012
317945|2011-2012|2011-08-20 00:00:00|2011
317946|2011-2012|2012-01-02 00:00:00|2012
317947|2011-2012|2011-10-15 00:00:00|2011
317948|2011-2012|2011-10-01 00:00:00|2011
317949|2011-2012|2011-10-29 00:00:00|2011
317950|2011-2012|2011-10-02 00:00:00|2011
317951|2011-2012|2011-09-25 00:00:00|2011
317952|2011-2012|2011-08-13 00:00:00|2011
317953|2011-2012|2012-02-25 00:00:00|2012
317954|2011-2012|2011-11-19 00:00:00|2011
317955|2011-2012|2011-09-24 00:00:00|2011
317956|2011-2012|2012-04-16 00:00:00|2012
317957|2011-2012|2011-10-23 00:00:00|2011
317958|2011-2012|2012-03-24 00:00:00|2012
317959|2011-2012|2011-11-06 00:00:00|2011
317960|2011-2012|2012-01-01 00:00:00|2012
317961|2011-2012|2012-05-08 00:00:00|2012
317962|2011-2012|2012-01-02 00:00:00|2012
317963|2011-2012|2011-12-31 00:00:00|2011
317964|2011-2012|2012-03-10 00:00:00|2012
317965|2011-2012|2012-04-06 00:00:00|2012
317966|2011-2012|2011-10-23 00:00:00|2011
317967|2011-2012|2011-11-05 00:00:00|2011
317968|2011-2012|2011-09-24 00:00:00|2011
317969|2011-2012|2011-08-13 00:00:00|2011
317970|2011-2012|2011-08-27 00:00:00|2011
317971|2011-2012|2012-04-28 00:00:00|2012
317972|2011-2012|2011-10-29 00:00:00|2011
317973|2011-2012|2012-02-01 00:00:00|2012
317974|2011-2012|2011-11-05 00:00:00|2011
317975|2011-2012|2012-04-07 00:00:00|2012
317976|2011-2012|2011-12-03 00:00:00|2011
317977|2011-2012|2012-04-11 00:00:00|2012
317978|2011-2012|2011-12-18 00:00:00|2011
317979|2011-2012|2011-11-26 00:00:00|2011
317980|2011-2012|2012-04-29 00:00:00|2012
317981|2011-2012|2012-02-25 00:00:00|2012
317982|2011-2012|2011-12-27 00:00:00|2011
317983|2011-2012|2011-08-27 00:00:00|2011
317984|2011-2012|2012-04-09 00:00:00|2012
317985|2011-2012|2011-12-05 00:00:00|2011
317986|2011-2012|2012-01-31 00:00:00|2012
317987|2011-2012|2012-05-13 00:00:00|2012
317988|2011-2012|2012-02-11 00:00:00|2012
317989|2011-2012|2012-05-05 00:00:00|2012
317990|2011-2012|2012-04-22 00:00:00|2012
317991|2011-2012|2012-04-11 00:00:00|2012
317992|2011-2012|2012-04-21 00:00:00|2012
317993|2011-2012|2011-10-01 00:00:00|2011
317994|2011-2012|2011-12-10 00:00:00|2011
317995|2011-2012|2012-02-06 00:00:00|2012
317996|2011-2012|2011-10-15 00:00:00|2011
317997|2011-2012|2012-01-14 00:00:00|2012
317998|2011-2012|2012-01-14 00:00:00|2012
317999|2011-2012|2012-01-21 00:00:00|2012
318000|2011-2012|2011-10-29 00:00:00|2011
318001|2011-2012|2012-01-14 00:00:00|2012
318002|2011-2012|2011-12-26 00:00:00|2011
318003|2011-2012|2012-02-01 00:00:00|2012
318004|2011-2012|2011-12-04 00:00:00|2011
318005|2011-2012|2011-11-19 00:00:00|2011
318006|2011-2012|2012-03-31 00:00:00|2012
318007|2011-2012|2012-01-21 00:00:00|2012
318008|2011-2012|2012-05-13 00:00:00|2012
318009|2011-2012|2012-05-01 00:00:00|2012
318010|2011-2012|2011-08-28 00:00:00|2011
318011|2011-2012|2012-05-13 00:00:00|2012
318012|2011-2012|2011-12-21 00:00:00|2011
318013|2011-2012|2012-02-04 00:00:00|2012
318014|2011-2012|2011-12-31 00:00:00|2011
318015|2011-2012|2011-12-31 00:00:00|2011
318016|2011-2012|2011-12-10 00:00:00|2011
318017|2011-2012|2012-04-22 00:00:00|2012
318018|2011-2012|2012-03-21 00:00:00|2012
318019|2011-2012|2012-03-10 00:00:00|2012
318020|2011-2012|2011-11-19 00:00:00|2011
318021|2011-2012|2012-02-01 00:00:00|2012
318022|2011-2012|2011-12-18 00:00:00|2011
318023|2011-2012|2011-10-29 00:00:00|2011
318024|2011-2012|2011-08-13 00:00:00|2011
318025|2011-2012|2011-09-17 00:00:00|2011
318026|2011-2012|2011-12-10 00:00:00|2011
318027|2011-2012|2012-01-04 00:00:00|2012
318028|2011-2012|2011-12-26 00:00:00|2011
318029|2011-2012|2011-09-24 00:00:00|2011
318030|2011-2012|2011-08-21 00:00:00|2011
318031|2011-2012|2011-12-03 00:00:00|2011
318032|2011-2012|2012-05-13 00:00:00|2012
318033|2011-2012|2011-12-20 00:00:00|2011
318034|2011-2012|2011-08-15 00:00:00|2011
318035|2011-2012|2012-02-04 00:00:00|2012
318036|2011-2012|2011-12-30 00:00:00|2011
318037|2011-2012|2012-03-11 00:00:00|2012
318038|2011-2012|2011-11-05 00:00:00|2011
318039|2011-2012|2012-02-26 00:00:00|2012
318040|2011-2012|2011-09-17 00:00:00|2011
318041|2011-2012|2011-12-31 00:00:00|2011
318042|2011-2012|2012-04-22 00:00:00|2012
318043|2011-2012|2011-12-18 00:00:00|2011
318044|2011-2012|2012-02-25 00:00:00|2012
318045|2011-2012|2012-03-04 00:00:00|2012
318046|2011-2012|2012-03-31 00:00:00|2012
318047|2011-2012|2011-09-18 00:00:00|2011
318048|2011-2012|2012-03-17 00:00:00|2012
318049|2011-2012|2011-11-20 00:00:00|2011
318050|2011-2012|2011-08-14 00:00:00|2011
318051|2011-2012|2011-10-22 00:00:00|2011
318052|2011-2012|2012-04-02 00:00:00|2012
318053|2011-2012|2011-10-15 00:00:00|2011
318054|2011-2012|2011-12-04 00:00:00|2011
318055|2011-2012|2012-02-12 00:00:00|2012
318056|2011-2012|2011-08-28 00:00:00|2011
318057|2011-2012|2012-04-07 00:00:00|2012
318058|2011-2012|2011-11-27 00:00:00|2011
318059|2011-2012|2012-01-22 00:00:00|2012
318060|2011-2012|2012-05-07 00:00:00|2012
318061|2011-2012|2012-03-31 00:00:00|2012
318062|2011-2012|2012-01-21 00:00:00|2012
318063|2011-2012|2011-08-20 00:00:00|2011
318064|2011-2012|2012-02-12 00:00:00|2012
318065|2011-2012|2011-09-17 00:00:00|2011
318066|2011-2012|2011-11-05 00:00:00|2011
318067|2011-2012|2012-05-06 00:00:00|2012
318068|2011-2012|2011-12-17 00:00:00|2011
318069|2011-2012|2011-10-16 00:00:00|2011
318070|2011-2012|2012-05-13 00:00:00|2012
318071|2011-2012|2012-02-11 00:00:00|2012
318072|2011-2012|2012-04-21 00:00:00|2012
318073|2011-2012|2011-12-26 00:00:00|2011
318074|2011-2012|2011-11-27 00:00:00|2011
318075|2011-2012|2012-01-21 00:00:00|2012
318076|2011-2012|2011-10-01 00:00:00|2011
318077|2011-2012|2011-11-26 00:00:00|2011
318078|2011-2012|2011-12-17 00:00:00|2011
318079|2011-2012|2012-04-09 00:00:00|2012
318080|2011-2012|2012-02-11 00:00:00|2012
318081|2011-2012|2012-03-31 00:00:00|2012
318082|2011-2012|2012-03-21 00:00:00|2012
318083|2011-2012|2011-10-01 00:00:00|2011
318084|2011-2012|2012-05-06 00:00:00|2012
318085|2011-2012|2011-11-05 00:00:00|2011
318086|2011-2012|2011-12-10 00:00:00|2011
318087|2011-2012|2011-11-19 00:00:00|2011
318088|2011-2012|2011-08-28 00:00:00|2011
318089|2011-2012|2012-01-31 00:00:00|2012
318090|2011-2012|2012-05-02 00:00:00|2012
318091|2011-2012|2012-02-05 00:00:00|2012
318092|2011-2012|2012-01-21 00:00:00|2012
318093|2011-2012|2012-01-14 00:00:00|2012
318094|2011-2012|2012-01-14 00:00:00|2012
318095|2011-2012|2011-10-22 00:00:00|2011
318096|2011-2012|2012-02-04 00:00:00|2012
318097|2011-2012|2011-09-24 00:00:00|2011
318098|2011-2012|2011-09-10 00:00:00|2011
318099|2011-2012|2012-04-08 00:00:00|2012
318100|2011-2012|2012-02-05 00:00:00|2012
318101|2011-2012|2012-03-04 00:00:00|2012
318102|2011-2012|2011-12-03 00:00:00|2011
318103|2011-2012|2012-03-03 00:00:00|2012
318104|2011-2012|2011-12-10 00:00:00|2011
318105|2011-2012|2012-03-31 00:00:00|2012
318106|2011-2012|2012-03-10 00:00:00|2012
318107|2011-2012|2011-08-27 00:00:00|2011
318108|2011-2012|2011-10-15 00:00:00|2011
318109|2011-2012|2011-08-20 00:00:00|2011
318110|2011-2012|2011-09-10 00:00:00|2011
318111|2011-2012|2012-04-14 00:00:00|2012
318112|2011-2012|2011-12-31 00:00:00|2011
318113|2011-2012|2012-01-02 00:00:00|2012
318114|2011-2012|2011-11-26 00:00:00|2011
318115|2011-2012|2011-12-21 00:00:00|2011
318116|2011-2012|2012-03-24 00:00:00|2012
318117|2011-2012|2011-10-15 00:00:00|2011
318118|2011-2012|2011-09-24 00:00:00|2011
318119|2011-2012|2011-10-29 00:00:00|2011
318120|2011-2012|2012-03-24 00:00:00|2012
318121|2011-2012|2011-12-26 00:00:00|2011
318122|2011-2012|2011-09-17 00:00:00|2011
318123|2011-2012|2012-02-01 00:00:00|2012
318124|2011-2012|2012-05-06 00:00:00|2012
318125|2011-2012|2011-12-03 00:00:00|2011
318126|2011-2012|2012-04-21 00:00:00|2012
318127|2011-2012|2011-08-21 00:00:00|2011
318128|2011-2012|2012-04-15 00:00:00|2012
318129|2011-2012|2011-08-13 00:00:00|2011
318130|2011-2012|2011-11-06 00:00:00|2011
318131|2011-2012|2012-03-31 00:00:00|2012
318132|2011-2012|2011-10-15 00:00:00|2011
318133|2011-2012|2011-12-27 00:00:00|2011
318134|2011-2012|2011-08-20 00:00:00|2011
318135|2011-2012|2012-04-01 00:00:00|2012
318136|2011-2012|2012-04-09 00:00:00|2012
318137|2011-2012|2011-12-21 00:00:00|2011
318138|2011-2012|2012-02-26 00:00:00|2012
318139|2011-2012|2011-11-19 00:00:00|2011
318140|2011-2012|2011-12-10 00:00:00|2011
318141|2011-2012|2012-01-21 00:00:00|2012
318142|2011-2012|2012-05-06 00:00:00|2012
318143|2011-2012|2012-01-21 00:00:00|2012
318144|2011-2012|2012-03-24 00:00:00|2012
318145|2011-2012|2012-03-11 00:00:00|2012
318146|2011-2012|2012-02-11 00:00:00|2012
318147|2011-2012|2011-09-24 00:00:00|2011
318148|2011-2012|2011-11-21 00:00:00|2011
318149|2011-2012|2011-08-28 00:00:00|2011
318150|2011-2012|2012-01-15 00:00:00|2012
318151|2011-2012|2011-09-24 00:00:00|2011
318152|2011-2012|2012-01-16 00:00:00|2012
318153|2011-2012|2011-11-05 00:00:00|2011
318154|2011-2012|2012-04-09 00:00:00|2012
318155|2011-2012|2012-03-21 00:00:00|2012
318156|2011-2012|2012-05-13 00:00:00|2012
318157|2011-2012|2012-01-11 00:00:00|2012
318158|2011-2012|2012-02-04 00:00:00|2012
318159|2011-2012|2011-10-02 00:00:00|2011
318160|2011-2012|2011-12-17 00:00:00|2011
318161|2011-2012|2012-01-03 00:00:00|2012
318162|2011-2012|2011-12-31 00:00:00|2011
318163|2011-2012|2012-02-26 00:00:00|2012
318164|2011-2012|2012-04-09 00:00:00|2012
318165|2011-2012|2012-02-11 00:00:00|2012
318166|2011-2012|2012-03-24 00:00:00|2012
318167|2011-2012|2011-10-22 00:00:00|2011
318168|2011-2012|2011-10-01 00:00:00|2011
318169|2011-2012|2012-03-03 00:00:00|2012
318170|2011-2012|2012-03-03 00:00:00|2012
318171|2011-2012|2012-01-03 00:00:00|2012
318172|2011-2012|2011-09-18 00:00:00|2011
318173|2011-2012|2012-04-28 00:00:00|2012
318174|2011-2012|2011-12-17 00:00:00|2011
318175|2011-2012|2012-05-06 00:00:00|2012
318176|2011-2012|2012-03-11 00:00:00|2012
318177|2011-2012|2011-09-12 00:00:00|2011
318178|2011-2012|2012-05-02 00:00:00|2012
318179|2011-2012|2012-04-28 00:00:00|2012
318180|2011-2012|2012-04-07 00:00:00|2012
318181|2011-2012|2012-03-20 00:00:00|2012
318182|2011-2012|2012-02-25 00:00:00|2012
318183|2011-2012|2012-04-29 00:00:00|2012
318184|2011-2012|2011-10-02 00:00:00|2011
318185|2011-2012|2011-10-23 00:00:00|2011
318186|2011-2012|2012-04-14 00:00:00|2012
318187|2011-2012|2012-03-24 00:00:00|2012
318188|2011-2012|2011-08-27 00:00:00|2011
318189|2011-2012|2011-10-30 00:00:00|2011
318190|2011-2012|2011-11-26 00:00:00|2011
318191|2011-2012|2012-01-01 00:00:00|2012
318192|2011-2012|2011-09-17 00:00:00|2011
318193|2011-2012|2011-08-13 00:00:00|2011
318194|2011-2012|2011-09-17 00:00:00|2011
318195|2011-2012|2011-11-26 00:00:00|2011
318196|2011-2012|2011-12-18 00:00:00|2011
318197|2011-2012|2011-12-20 00:00:00|2011
318198|2011-2012|2011-09-11 00:00:00|2011
318199|2011-2012|2012-02-04 00:00:00|2012
318200|2011-2012|2012-02-25 00:00:00|2012
318201|2011-2012|2012-04-21 00:00:00|2012
318202|2011-2012|2012-01-15 00:00:00|2012
318203|2011-2012|2011-09-18 00:00:00|2011
318204|2011-2012|2011-10-22 00:00:00|2011
318205|2011-2012|2011-12-21 00:00:00|2011
318206|2011-2012|2012-04-21 00:00:00|2012
318207|2011-2012|2011-08-22 00:00:00|2011
318208|2011-2012|2012-04-28 00:00:00|2012
318209|2011-2012|2011-09-24 00:00:00|2011
318210|2011-2012|2011-12-11 00:00:00|2011
318211|2011-2012|2011-11-19 00:00:00|2011
318212|2011-2012|2012-03-03 00:00:00|2012
318213|2011-2012|2012-01-14 00:00:00|2012
318214|2011-2012|2012-02-11 00:00:00|2012
318215|2011-2012|2012-04-14 00:00:00|2012
318216|2011-2012|2012-03-31 00:00:00|2012
318217|2011-2012|2011-11-06 00:00:00|2011
318218|2011-2012|2011-09-10 00:00:00|2011
318219|2011-2012|2012-05-06 00:00:00|2012
318220|2011-2012|2012-01-31 00:00:00|2012
318221|2011-2012|2012-04-28 00:00:00|2012
318222|2011-2012|2011-10-22 00:00:00|2011
318223|2011-2012|2012-04-11 00:00:00|2012
318224|2011-2012|2011-09-26 00:00:00|2011
318225|2011-2012|2011-10-29 00:00:00|2011
318226|2011-2012|2011-12-12 00:00:00|2011
318227|2011-2012|2012-01-04 00:00:00|2012
318228|2011-2012|2011-11-19 00:00:00|2011
318229|2011-2012|2012-03-25 00:00:00|2012
318230|2011-2012|2012-04-07 00:00:00|2012
318231|2011-2012|2011-10-15 00:00:00|2011
318232|2011-2012|2011-10-01 00:00:00|2011
318233|2011-2012|2011-08-13 00:00:00|2011
318234|2011-2012|2012-03-26 00:00:00|2012
318235|2011-2012|2012-03-10 00:00:00|2012
318236|2011-2012|2012-03-10 00:00:00|2012
318237|2011-2012|2011-11-26 00:00:00|2011
318238|2011-2012|2011-12-22 00:00:00|2011
318239|2011-2012|2011-12-17 00:00:00|2011
318240|2011-2012|2012-04-28 00:00:00|2012
318241|2011-2012|2012-03-18 00:00:00|2012
318242|2011-2012|2011-11-05 00:00:00|2011
318243|2011-2012|2011-10-16 00:00:00|2011
318244|2011-2012|2011-08-20 00:00:00|2011
318245|2011-2012|2012-01-02 00:00:00|2012
318246|2011-2012|2012-03-17 00:00:00|2012
318247|2011-2012|2012-03-03 00:00:00|2012
318248|2011-2012|2012-02-01 00:00:00|2012
318249|2011-2012|2011-12-26 00:00:00|2011
318250|2011-2012|2012-04-01 00:00:00|2012
318251|2011-2012|2011-10-29 00:00:00|2011
318252|2011-2012|2011-12-27 00:00:00|2011
318253|2011-2012|2011-11-19 00:00:00|2011
318254|2011-2012|2011-08-20 00:00:00|2011
318255|2011-2012|2012-04-07 00:00:00|2012
318256|2011-2012|2011-08-14 00:00:00|2011
318257|2011-2012|2012-03-18 00:00:00|2012
318258|2011-2012|2012-04-10 00:00:00|2012
318259|2011-2012|2012-04-08 00:00:00|2012
318260|2011-2012|2011-12-17 00:00:00|2011
318261|2011-2012|2011-10-02 00:00:00|2011
318262|2011-2012|2011-10-29 00:00:00|2011
318263|2011-2012|2012-02-04 00:00:00|2012
318264|2011-2012|2012-01-31 00:00:00|2012
318265|2011-2012|2012-05-13 00:00:00|2012
318266|2011-2012|2012-04-30 00:00:00|2012
318267|2011-2012|2012-03-12 00:00:00|2012
318268|2011-2012|2012-01-14 00:00:00|2012
318269|2011-2012|2011-10-23 00:00:00|2011
318270|2011-2012|2012-04-07 00:00:00|2012
318271|2011-2012|2011-10-31 00:00:00|2011
318272|2011-2012|2011-08-27 00:00:00|2011
318273|2011-2012|2012-04-14 00:00:00|2012
318274|2011-2012|2012-01-02 00:00:00|2012
318275|2011-2012|2012-01-22 00:00:00|2012
318276|2011-2012|2012-03-24 00:00:00|2012
318277|2011-2012|2012-01-21 00:00:00|2012
318278|2011-2012|2012-03-10 00:00:00|2012
318279|2011-2012|2012-03-03 00:00:00|2012
318280|2011-2012|2011-09-10 00:00:00|2011
318281|2011-2012|2011-10-16 00:00:00|2011
318282|2011-2012|2011-12-26 00:00:00|2011
318283|2011-2012|2012-05-06 00:00:00|2012
318284|2011-2012|2012-03-04 00:00:00|2012
318285|2011-2012|2011-12-31 00:00:00|2011
318286|2011-2012|2012-04-11 00:00:00|2012
318287|2011-2012|2011-12-21 00:00:00|2011
318288|2011-2012|2012-04-28 00:00:00|2012
318289|2011-2012|2011-08-27 00:00:00|2011
318290|2011-2012|2011-12-03 00:00:00|2011
318291|2011-2012|2012-02-04 00:00:00|2012
318292|2011-2012|2012-05-13 00:00:00|2012
318293|2011-2012|2011-12-11 00:00:00|2011
318294|2011-2012|2011-12-03 00:00:00|2011
318295|2011-2012|2011-12-21 00:00:00|2011
318296|2011-2012|2012-02-11 00:00:00|2012
318297|2011-2012|2011-09-10 00:00:00|2011
318298|2011-2012|2012-04-21 00:00:00|2012
318299|2011-2012|2012-02-25 00:00:00|2012
318300|2011-2012|2012-04-21 00:00:00|2012
318301|2011-2012|2012-05-13 00:00:00|2012
318302|2011-2012|2011-09-10 00:00:00|2011
318303|2011-2012|2011-12-26 00:00:00|2011
318304|2011-2012|2012-01-31 00:00:00|2012
318305|2011-2012|2012-03-21 00:00:00|2012
318306|2011-2012|2012-02-11 00:00:00|2012
318307|2011-2012|2012-03-13 00:00:00|2012
318308|2011-2012|2011-08-21 00:00:00|2011
318309|2011-2012|2011-12-03 00:00:00|2011
318310|2011-2012|2012-03-03 00:00:00|2012
318311|2011-2012|2011-09-18 00:00:00|2011
345527|2012-2013|2013-05-19 00:00:00|2013
345528|2012-2013|2013-05-19 00:00:00|2013
345529|2012-2013|2013-05-19 00:00:00|2013
345530|2012-2013|2013-05-19 00:00:00|2013
345531|2012-2013|2013-05-19 00:00:00|2013
345532|2012-2013|2013-05-19 00:00:00|2013
345533|2012-2013|2013-05-19 00:00:00|2013
345534|2012-2013|2013-05-19 00:00:00|2013
345535|2012-2013|2013-05-11 00:00:00|2013
345536|2012-2013|2013-05-12 00:00:00|2013
345537|2012-2013|2013-05-12 00:00:00|2013
